name,make,model,kilometerdriven,ownernumber,price,fueltype_num,transmission_num,isc24assured_num,age
Maruti Ritz,Maruti,Ritz,100162,1,359000,1,1,0,14
Honda Amaze,Honda,Amaze,21765,1,927000,1,2,0,4
Renault Kwid,Renault,Kwid,43315,2,337000,1,1,0,9
Maruti IGNIS,Maruti,Ignis,22795,1,490099,1,1,0,8
Skoda Octavia,Skoda,Octavia,38928,1,1494000,1,2,0,8
Honda City,Honda,City,16253,1,1214000,1,1,0,5
Tata Tiago,Tata,Tiago,52957,1,530000,1,2,0,7
Tata Tiago,Tata,Tiago,12669,1,802000,2,0,0,3
Maruti Dzire,Maruti,Dzire,19756,1,665000,1,2,0,8
Hyundai NEW I20,Hyundai,New I20,8456,1,847699,1,0,0,4
Hyundai NEW SANTRO,Hyundai,New Santro,13092,1,574000,1,2,0,5
Maruti S PRESSO,Maruti,S Presso,18982,1,572000,2,1,0,5
Maruti S PRESSO,Maruti,S Presso,19505,1,478000,1,2,0,5
Honda City,Honda,City,65098,1,709000,1,1,0,10
Maruti S PRESSO,Maruti,S Presso,23619,1,519000,2,1,0,4
Maruti Baleno,Maruti,Baleno,23551,1,621000,1,0,0,8
Hyundai Creta,Hyundai,Creta,70607,1,1162700,3,1,0,8
Tata ALTROZ,Tata,Altroz,25279,1,798000,1,1,0,4
Honda Jazz,Honda,Jazz,24821,1,737000,1,1,0,6
Datsun Redi Go,Datsun,Redi Go,640,1,472000,1,1,0,3
Honda Amaze,Honda,Amaze,63997,1,730000,1,2,0,6
Renault Kwid,Renault,Kwid,13867,1,502000,1,1,0,4
Maruti Alto K10,Maruti,Alto K10,67146,2,230000,1,1,0,12
Maruti New  Wagon-R,Maruti,New  Wagon-R,13084,1,687000,2,1,0,4
Toyota URBAN CRUISER,Toyota,Urban Cruiser,19206,1,1034000,1,0,0,5
Maruti Baleno,Maruti,Baleno,44903,1,627000,1,1,0,8
Hyundai NEW SANTRO,Hyundai,New Santro,44530,1,479399,1,1,0,6
Hyundai i20,Hyundai,I20,26122,2,459000,1,1,0,12
Maruti Baleno,Maruti,Baleno,14808,2,537000,1,1,0,9
Hyundai Grand i10,Hyundai,Grand I10,20253,1,540000,1,1,0,7
Hyundai Creta,Hyundai,Creta,44322,2,885000,1,1,0,9
Honda Brio,Honda,Brio,19986,1,457399,1,1,0,8
Ford Ecosport,Ford,Ecosport,27616,1,964000,3,1,0,5
Honda City,Honda,City,18711,1,892299,1,1,0,8
Hyundai Creta,Hyundai,Creta,75274,1,818000,1,1,0,9
Renault Kiger,Renault,Kiger,8885,1,917799,1,0,0,4
Toyota URBAN CRUISER,Toyota,Urban Cruiser,4287,2,1069000,1,0,0,4
Maruti Eeco,Maruti,Eeco,31815,1,411000,1,1,1,6
Hyundai Elite i20,Hyundai,Elite I20,13558,1,896000,1,2,0,6
Maruti S PRESSO,Maruti,S Presso,77026,1,425000,1,1,0,6
Honda Jazz,Honda,Jazz,90135,2,520000,2,1,0,9
Mahindra MARAZZO,Mahindra,Marazzo,9238,1,1116000,3,0,0,4
Toyota Glanza,Toyota,Glanza,11760,1,724000,1,0,0,3
Maruti Alto K10,Maruti,Alto K10,47958,2,309000,1,1,0,9
Maruti New  Wagon-R,Maruti,New  Wagon-R,11327,1,636000,1,1,0,5
Maruti Swift,Maruti,Swift,12898,1,684000,1,1,0,8
Maruti Dzire,Maruti,Dzire,30481,1,679000,1,1,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,3955,2,639000,1,1,0,4
Hyundai Elite i20,Hyundai,Elite I20,44926,1,627000,1,1,0,9
Hyundai Grand i10,Hyundai,Grand I10,65057,1,538000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,34913,1,496000,1,1,0,8
Hyundai Creta,Hyundai,Creta,51184,2,881000,3,1,0,7
Hyundai i10,Hyundai,I10,64574,1,373099,1,1,0,11
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,53840,1,457000,2,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,38013,1,650000,1,1,0,8
Maruti New  Wagon-R,Maruti,New  Wagon-R,20558,1,653000,2,1,0,4
Maruti XL6,Maruti,Xl6,13804,1,1181000,1,1,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,27933,1,506000,1,1,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,20144,1,569000,1,1,0,5
Hyundai Creta,Hyundai,Creta,48871,1,1135000,1,2,0,7
Ford Ecosport,Ford,Ecosport,67126,1,747000,3,1,0,9
Hyundai Elite i20,Hyundai,Elite I20,52962,1,524000,1,1,0,9
Maruti Alto,Maruti,Alto,26784,1,351000,1,1,0,5
Maruti IGNIS,Maruti,Ignis,43398,1,619000,1,1,0,7
Renault Kwid,Renault,Kwid,7673,1,536000,1,1,0,3
Hyundai Elite i20,Hyundai,Elite I20,80644,1,518000,1,1,0,11
Honda Jazz,Honda,Jazz,36582,2,620000,1,1,0,10
Hyundai i10,Hyundai,I10,72335,2,292299,1,1,0,13
Volkswagen Vento,Volkswagen,Vento,8770,1,959000,1,1,0,5
Maruti New  Wagon-R,Maruti,New  Wagon-R,17130,1,618000,2,1,0,4
Ford Ecosport,Ford,Ecosport,69342,1,638000,3,1,0,8
Hyundai Xcent,Hyundai,Xcent,11159,2,492000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,41025,1,439000,1,1,0,8
Maruti Baleno,Maruti,Baleno,77388,1,567200,1,0,0,9
Maruti IGNIS,Maruti,Ignis,92618,1,479000,1,1,0,7
Maruti Vitara Brezza,Maruti,Vitara Brezza,52398,1,1073000,1,2,0,5
Mahindra XUV500,Mahindra,Xuv500,91773,1,1205000,3,1,0,6
Jeep Compass,Jeep,Compass,62507,2,1110000,3,1,0,7
Hyundai Eon,Hyundai,Eon,49272,2,292000,1,1,0,11
Honda BR-V,Honda,Br-V,50520,1,1109800,3,1,0,6
Maruti Alto K10,Maruti,Alto K10,38874,1,345000,1,1,0,9
Maruti Alto K10,Maruti,Alto K10,17811,1,378000,1,1,0,6
Renault Kwid,Renault,Kwid,3303,1,589000,1,2,0,3
Honda Amaze,Honda,Amaze,38175,1,724500,1,1,0,6
Hyundai i20 Active,Hyundai,I20 Active,50214,2,535000,1,1,0,9
Tata ALTROZ,Tata,Altroz,26322,1,1041000,3,0,0,4
Hyundai Grand i10,Hyundai,Grand I10,17153,1,507199,1,1,0,7
Maruti Celerio,Maruti,Celerio,53135,1,472000,1,2,0,9
Maruti New  Wagon-R,Maruti,New  Wagon-R,10657,2,524000,1,1,0,5
Maruti Alto 800,Maruti,Alto 800,50657,1,272000,1,1,0,12
Honda WR-V,Honda,Wr-V,13151,1,1222000,3,1,0,4
Maruti New  Wagon-R,Maruti,New  Wagon-R,8701,1,581800,1,1,0,3
Hyundai Grand i10,Hyundai,Grand I10,47067,2,421000,1,1,0,11
KIA SONET,Kia,Sonet,51657,1,1231000,3,0,0,5
Tata ALTROZ,Tata,Altroz,21058,2,747000,1,1,0,5
Tata NEXON,Tata,Nexon,73072,1,1145000,3,2,0,5
Hyundai Elite i20,Hyundai,Elite I20,38670,2,678000,1,1,0,6
Maruti Alto,Maruti,Alto,2275,1,394000,1,1,0,4
Tata Tiago,Tata,Tiago,9686,2,672000,1,1,0,5
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,39370,1,1574000,3,2,0,4
Maruti Swift,Maruti,Swift,47590,2,347000,1,1,0,12
Mahindra Thar,Mahindra,Thar,13859,1,1553000,1,0,0,4
Hyundai AURA,Hyundai,Aura,23540,1,795000,1,0,0,5
Hyundai i10,Hyundai,I10,29450,2,321000,1,1,0,14
Maruti Dzire,Maruti,Dzire,11522,1,698000,1,1,0,6
Skoda Rapid,Skoda,Rapid,40448,1,1189000,1,1,0,5
Honda WR-V,Honda,Wr-V,60604,2,711000,3,1,0,8
Maruti Ciaz,Maruti,Ciaz,33721,1,719000,1,1,0,8
Maruti Celerio,Maruti,Celerio,38428,2,543000,2,1,0,6
Maruti S Cross,Maruti,S Cross,39239,1,1150000,1,1,0,5
Maruti Celerio,Maruti,Celerio,57454,1,438000,2,1,0,9
Renault Duster,Renault,Duster,43889,1,1126000,3,1,0,6
Toyota YARIS,Toyota,Yaris,18510,1,869800,1,2,0,6
Maruti Celerio,Maruti,Celerio,38454,2,399000,1,1,0,8
Hyundai Creta,Hyundai,Creta,59079,1,1133000,3,1,0,7
Tata Tiago,Tata,Tiago,2836,1,765000,1,1,0,3
Maruti Ciaz,Maruti,Ciaz,81038,2,780000,1,1,0,7
Maruti Alto 800,Maruti,Alto 800,56968,1,306000,1,1,0,11
Maruti Eeco,Maruti,Eeco,8486,1,598800,2,1,0,4
Maruti S Cross,Maruti,S Cross,30384,1,995000,1,0,0,4
Hyundai Creta,Hyundai,Creta,86508,1,1099000,3,2,0,8
Hyundai Grand i10,Hyundai,Grand I10,18042,1,471000,1,1,0,8
Maruti IGNIS,Maruti,Ignis,7341,1,588000,1,2,0,6
Hyundai NEW SANTRO,Hyundai,New Santro,8867,1,524000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,28270,1,468000,1,1,0,9
Maruti New  Wagon-R,Maruti,New  Wagon-R,77051,1,569000,1,1,0,5
Hyundai Grand i10,Hyundai,Grand I10,34623,1,424000,1,1,0,12
Hyundai Grand i10,Hyundai,Grand I10,26090,1,550000,1,1,0,8
Maruti Alto 800,Maruti,Alto 800,36337,1,324000,1,1,0,10
Maruti Baleno,Maruti,Baleno,20346,1,684000,1,1,0,5
Renault Kiger,Renault,Kiger,17016,1,909000,1,2,0,4
Hyundai Grand i10,Hyundai,Grand I10,30121,1,534000,1,1,0,8
Hyundai Eon,Hyundai,Eon,32936,1,384000,1,1,0,7
Jeep Compass,Jeep,Compass,33867,1,1224000,1,1,0,6
Tata ALTROZ,Tata,Altroz,9234,1,829000,1,1,0,5
Hyundai i10,Hyundai,I10,96086,1,370000,1,1,0,12
Maruti Baleno,Maruti,Baleno,24836,2,567000,1,1,0,9
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,66794,1,407000,1,1,0,7
Maruti Swift,Maruti,Swift,5109,2,702000,1,2,0,4
Maruti New  Wagon-R,Maruti,New  Wagon-R,15799,1,542000,1,1,0,4
Honda City,Honda,City,29160,2,773499,1,1,0,8
KIA SELTOS,Kia,Seltos,41979,1,1511000,1,2,0,6
Maruti S PRESSO,Maruti,S Presso,34739,1,428000,1,1,0,6
Maruti S PRESSO,Maruti,S Presso,16653,1,477000,2,1,0,5
Maruti Dzire,Maruti,Dzire,38591,1,703000,1,2,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,27228,1,691000,2,1,0,4
Toyota YARIS,Toyota,Yaris,49140,1,727000,1,1,0,6
Hyundai NEW I20,Hyundai,New I20,13155,1,960000,1,0,0,4
Hyundai Elite i20,Hyundai,Elite I20,31266,2,614000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,49340,1,706000,1,1,0,6
Toyota YARIS,Toyota,Yaris,14839,1,858000,1,2,0,6
Maruti Alto 800,Maruti,Alto 800,3519,1,332000,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,86955,1,457000,2,1,0,7
Maruti Swift,Maruti,Swift,41311,2,437000,1,1,0,10
Maruti Baleno,Maruti,Baleno,14051,2,807000,1,0,0,5
Hyundai Grand i10,Hyundai,Grand I10,42787,2,445000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,69765,2,529000,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,33400,1,436000,1,1,0,10
Hyundai i20 Active,Hyundai,I20 Active,55332,1,702000,1,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,33679,1,554000,1,1,0,9
Toyota Corolla Altis,Toyota,Corolla Altis,45566,1,315000,1,1,0,15
Hyundai Grand i10,Hyundai,Grand I10,53732,1,485000,1,1,0,9
Maruti Alto,Maruti,Alto,4690,1,371000,1,1,0,5
Maruti Baleno,Maruti,Baleno,22772,1,638000,1,1,0,7
KIA SELTOS,Kia,Seltos,19836,1,1022000,1,1,0,6
Mahindra Thar,Mahindra,Thar,5857,1,1600000,1,2,0,4
Maruti Swift,Maruti,Swift,35128,1,441000,1,1,0,11
Hyundai Xcent,Hyundai,Xcent,18347,2,608000,1,1,0,8
Hyundai i20,Hyundai,I20,53635,1,465000,1,1,0,13
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,52538,1,403000,1,1,0,9
Maruti Baleno,Maruti,Baleno,25901,1,742000,1,1,0,4
Honda City,Honda,City,27740,2,956000,1,2,0,8
Honda WR-V,Honda,Wr-V,13134,1,737000,1,1,0,7
Maruti Ciaz,Maruti,Ciaz,40410,1,813000,1,1,0,5
Maruti S PRESSO,Maruti,S Presso,15144,2,544000,2,1,0,4
Maruti Swift,Maruti,Swift,39241,1,607000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,44771,1,523000,1,1,0,10
Honda Brio,Honda,Brio,74402,2,354000,1,1,0,11
Maruti Eeco,Maruti,Eeco,12643,1,415399,1,1,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,50915,1,569000,2,1,0,5
Maruti Baleno,Maruti,Baleno,20177,1,589000,1,1,0,7
Maruti Baleno,Maruti,Baleno,27250,1,801000,1,1,0,3
Tata TIGOR,Tata,Tigor,7274,1,730000,1,2,0,5
Jeep Compass,Jeep,Compass,47334,1,1499000,3,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,77360,1,569000,1,1,0,6
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,48588,1,353800,1,1,0,10
Maruti Baleno,Maruti,Baleno,51070,1,507000,1,1,0,9
Maruti Alto,Maruti,Alto,48748,1,250299,1,1,0,13
Hyundai Elite i20,Hyundai,Elite I20,97729,1,621000,1,1,0,7
Tata Tiago,Tata,Tiago,51820,1,505800,1,1,0,7
Maruti Swift,Maruti,Swift,13890,1,639000,1,1,0,4
Maruti Ciaz,Maruti,Ciaz,95140,1,688000,1,2,0,9
Maruti Alto 800,Maruti,Alto 800,70121,1,277000,1,1,0,7
Honda WR-V,Honda,Wr-V,13168,1,845000,1,1,0,7
Maruti Alto K10,Maruti,Alto K10,48441,1,354000,1,1,0,8
Maruti S PRESSO,Maruti,S Presso,21755,1,489000,1,1,0,6
Hyundai Elite i20,Hyundai,Elite I20,68195,1,484000,1,1,0,11
Hyundai Elite i20,Hyundai,Elite I20,32322,1,770200,1,1,0,7
Hyundai i10,Hyundai,I10,42204,2,358000,1,1,0,10
Hyundai Elite i20,Hyundai,Elite I20,38604,2,621000,1,1,0,9
Hyundai Elite i20,Hyundai,Elite I20,56564,2,542000,1,1,0,10
Maruti Baleno,Maruti,Baleno,13556,1,718000,1,0,0,5
Hyundai Grand i10,Hyundai,Grand I10,2126,1,636000,1,1,0,6
Nissan Micra Active,Nissan,Micra Active,69962,1,436000,1,1,0,8
Honda Brio,Honda,Brio,73928,2,373000,1,1,0,13
Maruti Celerio,Maruti,Celerio,94212,1,399000,1,1,0,8
MG HECTOR,Mg,Hector,35449,1,1589000,1,2,0,5
Hyundai Creta,Hyundai,Creta,26232,2,1072000,1,2,0,8
Datsun Redi Go,Datsun,Redi Go,10197,1,442000,1,2,0,5
Hyundai Grand i10,Hyundai,Grand I10,32881,1,559000,1,1,0,9
Hyundai Grand i10,Hyundai,Grand I10,18536,1,462000,1,1,0,10
Honda Jazz,Honda,Jazz,47203,1,660000,1,2,0,8
Maruti S PRESSO,Maruti,S Presso,12349,1,427000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,96784,1,499000,1,1,0,7
Hyundai NEW SANTRO,Hyundai,New Santro,18793,2,497000,1,2,0,6
Tata NEXON,Tata,Nexon,40301,2,944000,3,2,0,7
Maruti Alto,Maruti,Alto,1498,1,447000,1,1,0,3
Nissan MAGNITE,Nissan,Magnite,15244,1,753000,1,0,0,4
Hyundai Xcent,Hyundai,Xcent,90060,1,394000,1,1,0,11
Maruti Celerio,Maruti,Celerio,50700,2,481000,2,1,0,6
Datsun Redi Go,Datsun,Redi Go,36054,1,310000,1,1,0,6
Renault Kwid,Renault,Kwid,29656,1,382000,1,1,0,6
Maruti Alto,Maruti,Alto,23009,1,392000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,42721,1,524000,1,2,0,8
Maruti Baleno,Maruti,Baleno,52121,3,565000,1,1,0,7
Maruti S PRESSO,Maruti,S Presso,9323,2,437000,1,1,0,5
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,88255,1,390000,1,1,0,9
Maruti Alto 800,Maruti,Alto 800,34370,2,281000,1,1,0,9
Maruti S PRESSO,Maruti,S Presso,17472,1,446000,1,1,0,5
Maruti New  Wagon-R,Maruti,New  Wagon-R,17633,1,645000,2,1,0,4
KIA SONET,Kia,Sonet,11846,1,1301000,1,0,0,5
Maruti IGNIS,Maruti,Ignis,79455,1,530000,1,2,0,7
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,20306,1,710000,1,2,0,6
Maruti Celerio X,Maruti,Celerio X,60649,1,490000,1,1,0,7
Maruti Celerio,Maruti,Celerio,72477,1,478000,2,1,0,7
Maruti Swift,Maruti,Swift,37249,1,860000,1,0,0,4
Hyundai Grand i10,Hyundai,Grand I10,31500,1,591000,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,39050,2,405000,1,1,0,8
Maruti Ciaz,Maruti,Ciaz,61867,1,841000,1,1,0,6
Maruti Ciaz,Maruti,Ciaz,86283,1,950000,1,1,0,5
Maruti IGNIS,Maruti,Ignis,86522,1,438199,1,1,0,8
Maruti Celerio,Maruti,Celerio,28500,1,534000,1,2,0,5
Hyundai Creta,Hyundai,Creta,33800,2,1168000,3,2,0,9
Maruti Ciaz,Maruti,Ciaz,54390,1,787000,1,0,0,7
Maruti Alto K10,Maruti,Alto K10,67374,1,208000,1,1,0,13
Maruti Alto,Maruti,Alto,26911,1,403000,1,1,0,6
Maruti Celerio,Maruti,Celerio,97715,2,426399,1,2,0,8
Honda Jazz,Honda,Jazz,24573,1,604000,1,1,0,7
Maruti Alto 800,Maruti,Alto 800,13614,1,291000,1,1,0,9
Maruti Celerio,Maruti,Celerio,46601,2,447000,1,2,0,10
Honda WR-V,Honda,Wr-V,38177,2,680000,1,1,0,7
Maruti IGNIS,Maruti,Ignis,65476,1,483000,1,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,50334,2,494000,1,1,0,8
Tata Tiago,Tata,Tiago,5752,1,740699,2,0,0,3
Maruti Alto 800,Maruti,Alto 800,22179,1,281000,1,1,0,9
Maruti Alto 800,Maruti,Alto 800,26846,1,313000,1,1,0,12
Hyundai Elite i20,Hyundai,Elite I20,66231,2,643400,3,1,0,9
Hyundai Creta,Hyundai,Creta,8193,1,1402000,1,1,0,5
Honda Brio,Honda,Brio,28876,2,513000,1,1,0,7
Maruti Dzire,Maruti,Dzire,52228,1,742000,3,1,0,7
Tata Hexa,Tata,Hexa,8053,1,1690000,3,1,0,6
Maruti Ciaz,Maruti,Ciaz,69839,2,613700,1,2,0,10
Tata ALTROZ,Tata,Altroz,6346,1,831000,1,1,0,4
Nissan MAGNITE,Nissan,Magnite,12854,1,850000,1,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,71061,1,411000,1,1,0,7
KIA SONET,Kia,Sonet,20879,2,1145000,1,0,0,5
Maruti Swift Dzire,Maruti,Swift Dzire,21660,1,668000,1,1,0,9
Hyundai Creta,Hyundai,Creta,21198,2,1271999,1,2,0,7
Maruti Celerio,Maruti,Celerio,32879,1,520000,1,1,0,8
Maruti Celerio,Maruti,Celerio,14450,1,459000,1,1,0,7
Maruti Dzire,Maruti,Dzire,31900,1,649000,1,1,0,8
Maruti Baleno,Maruti,Baleno,71697,1,598000,1,0,0,8
Hyundai VENUE,Hyundai,Venue,14875,1,913000,1,1,0,3
Hyundai VENUE,Hyundai,Venue,36366,1,1094000,3,0,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,38067,1,419000,1,1,0,8
Honda Amaze,Honda,Amaze,64911,2,385000,1,1,0,12
Maruti Celerio,Maruti,Celerio,61254,1,494000,1,2,0,8
Tata Tiago,Tata,Tiago,17739,1,600599,1,2,0,6
Maruti S Cross,Maruti,S Cross,21892,1,1032000,3,1,0,6
Maruti New  Wagon-R,Maruti,New  Wagon-R,51822,1,550000,2,1,0,5
Hyundai VENUE,Hyundai,Venue,61035,2,1021000,3,1,0,6
Maruti Celerio,Maruti,Celerio,8855,1,683000,1,1,0,3
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,59954,2,253000,1,1,0,14
Hyundai Grand i10,Hyundai,Grand I10,38622,2,567000,1,1,0,5
Renault Kwid,Renault,Kwid,5592,2,549000,1,2,0,4
Maruti Dzire,Maruti,Dzire,77998,1,597000,1,1,0,8
Maruti S PRESSO,Maruti,S Presso,15536,1,460000,1,1,0,5
Maruti Vitara Brezza,Maruti,Vitara Brezza,66967,1,902000,3,1,0,6
Datsun Redi Go,Datsun,Redi Go,23883,1,315000,1,1,0,7
Renault Kwid,Renault,Kwid,7336,2,489000,1,2,0,4
Honda City,Honda,City,27838,1,1016000,1,2,0,8
Maruti New  Wagon-R,Maruti,New  Wagon-R,26861,1,621000,2,1,0,4
Honda Jazz,Honda,Jazz,34981,1,672000,1,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,54738,1,563000,1,1,0,10
Hyundai Grand i10,Hyundai,Grand I10,18327,1,477000,1,1,0,8
Maruti S Cross,Maruti,S Cross,36611,1,966000,1,1,0,4
KIA SONET,Kia,Sonet,20555,1,1231000,1,0,0,5
Mahindra Thar,Mahindra,Thar,10228,1,1526599,1,0,0,4
Maruti Alto,Maruti,Alto,20651,1,359000,1,1,0,4
Maruti Alto 800,Maruti,Alto 800,76417,2,269000,1,1,0,11
Maruti Baleno,Maruti,Baleno,26054,1,625000,1,1,0,8
Maruti Alto 800,Maruti,Alto 800,71068,1,261000,1,1,0,11
Hyundai NEW SANTRO,Hyundai,New Santro,46497,1,558000,1,2,0,7
Honda Amaze,Honda,Amaze,82039,2,434000,1,1,0,12
Maruti Alto,Maruti,Alto,2379,1,398000,1,1,0,4
Renault Kwid,Renault,Kwid,13045,1,363000,1,1,0,6
Maruti New  Wagon-R,Maruti,New  Wagon-R,56131,1,552000,2,1,0,5
Honda City,Honda,City,75891,1,971000,1,2,0,7
Maruti S PRESSO,Maruti,S Presso,20484,2,409000,1,1,0,5
Hyundai Grand i10,Hyundai,Grand I10,38831,1,545000,2,1,0,8
Hyundai Elite i20,Hyundai,Elite I20,19857,1,524000,1,1,0,8
KIA SONET,Kia,Sonet,15228,2,1213000,1,0,0,5
Hyundai Elite i20,Hyundai,Elite I20,78823,1,702000,3,1,0,8
Hyundai VENUE,Hyundai,Venue,55384,1,1029000,3,1,0,5
Maruti S PRESSO,Maruti,S Presso,35126,2,544000,2,1,0,5
Maruti Swift,Maruti,Swift,56871,2,381899,1,1,0,12
Maruti Alto,Maruti,Alto,34166,1,452000,1,1,0,4
Maruti Alto 800,Maruti,Alto 800,77054,1,309000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,50669,1,459000,1,1,0,9
Tata ALTROZ,Tata,Altroz,17164,2,607000,1,0,0,5
Honda City,Honda,City,15569,1,1126000,1,2,0,7
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,97798,1,621000,2,1,0,5
Renault Duster,Renault,Duster,53436,1,820000,3,1,0,9
Maruti Alto,Maruti,Alto,53574,1,370000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,64681,1,431000,1,1,0,9
Maruti Alto,Maruti,Alto,14802,1,367000,1,1,0,6
Honda WR-V,Honda,Wr-V,15638,1,864999,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,50680,1,462000,1,1,0,9
Maruti Celerio,Maruti,Celerio,78892,2,458000,1,1,0,7
Honda Jazz,Honda,Jazz,55433,2,640000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,47955,1,505000,1,1,0,8
KIA SONET,Kia,Sonet,3931,1,1657000,3,0,0,3
Renault Kwid,Renault,Kwid,5460,2,505000,1,1,0,4
Hyundai Eon,Hyundai,Eon,25152,1,372000,1,1,0,7
Hyundai NEW SANTRO,Hyundai,New Santro,55951,2,568000,1,1,0,7
Skoda Rapid,Skoda,Rapid,14597,1,934000,1,1,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,8661,1,549000,1,1,0,3
Renault Kwid,Renault,Kwid,11270,1,498000,1,1,0,4
Maruti Alto K10,Maruti,Alto K10,51290,1,397000,1,1,0,8
Maruti Swift,Maruti,Swift,39646,1,416000,1,1,0,10
Hyundai Grand i10,Hyundai,Grand I10,57315,1,456000,1,1,0,9
Hyundai Grand i10,Hyundai,Grand I10,47353,1,505600,1,1,0,6
Hyundai Elite i20,Hyundai,Elite I20,63031,1,614000,1,1,0,7
Hyundai Verna,Hyundai,Verna,31698,2,1016000,1,2,0,7
Honda City,Honda,City,1444,1,1114099,1,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,23494,1,476000,1,1,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,12862,1,509000,1,1,0,6
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,59507,1,344000,1,1,0,11
Ford Ecosport,Ford,Ecosport,50037,2,712000,1,2,0,10
Ford Ecosport,Ford,Ecosport,53705,1,688000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,20969,1,532599,1,1,0,6
Hyundai VENUE,Hyundai,Venue,13671,1,1043000,1,1,0,3
Hyundai i10,Hyundai,I10,54545,2,391000,1,2,0,13
Maruti Baleno,Maruti,Baleno,79902,2,551499,1,1,0,9
Hyundai Grand i10,Hyundai,Grand I10,35460,1,515000,1,1,0,7
Maruti Alto 800,Maruti,Alto 800,63050,2,328000,1,1,0,8
Ford Figo Aspire,Ford,Figo Aspire,23403,1,648000,1,1,0,6
Hyundai NEW SANTRO,Hyundai,New Santro,73294,2,512200,2,0,0,7
Mahindra Thar,Mahindra,Thar,14047,1,1524899,1,0,0,4
Ford Ecosport,Ford,Ecosport,26892,1,707000,3,1,0,8
Ford Ecosport,Ford,Ecosport,51696,3,544000,3,1,0,10
Renault Kwid,Renault,Kwid,22168,1,365000,1,1,0,7
Maruti Alto K10,Maruti,Alto K10,59487,2,432000,1,2,0,6
Maruti Swift,Maruti,Swift,45739,2,620000,1,1,0,8
Honda Brio,Honda,Brio,42181,1,442000,1,1,0,8
Maruti Dzire,Maruti,Dzire,39313,1,743000,1,1,0,8
Maruti Alto K10,Maruti,Alto K10,50064,1,258000,1,1,0,11
KIA SELTOS,Kia,Seltos,12498,1,1687000,1,1,0,5
Maruti Alto 800,Maruti,Alto 800,10579,1,310500,1,1,0,7
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,81945,2,347000,1,1,0,11
Nissan Micra,Nissan,Micra,51449,1,486000,1,2,0,9
Maruti Dzire,Maruti,Dzire,93402,1,690000,1,2,0,8
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,11221,1,345000,1,1,0,11
Maruti Alto,Maruti,Alto,17767,1,367000,1,1,0,6
Hyundai Creta,Hyundai,Creta,47978,1,850000,1,1,0,8
Honda Jazz,Honda,Jazz,70315,2,630000,3,1,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,79333,1,584000,2,1,0,5
Honda City,Honda,City,26130,2,1258100,1,2,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,57588,1,558000,2,0,0,6
Maruti Vitara Brezza,Maruti,Vitara Brezza,14473,1,907000,1,1,0,5
KIA SONET,Kia,Sonet,12365,1,1179000,1,0,0,4
Hyundai Grand i10,Hyundai,Grand I10,99139,1,550000,1,1,0,5
